date,file_name,product,file_size_mb,status
20150413,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150413000000-fv08.1.nc,ESA_CCI_COMBINED,1.65,Downloaded
20150414,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150414000000-fv08.1.nc,ESA_CCI_COMBINED,1.66,Downloaded
20150415,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150415000000-fv08.1.nc,ESA_CCI_COMBINED,1.69,Downloaded
20150416,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150416000000-fv08.1.nc,ESA_CCI_COMBINED,1.7,Downloaded
20150417,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150417000000-fv08.1.nc,ESA_CCI_COMBINED,1.71,Downloaded
20150418,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150418000000-fv08.1.nc,ESA_CCI_COMBINED,1.74,Downloaded
20150419,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150419000000-fv08.1.nc,ESA_CCI_COMBINED,1.76,Downloaded
20150420,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150420000000-fv08.1.nc,ESA_CCI_COMBINED,1.74,Downloaded
20150421,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150421000000-fv08.1.nc,ESA_CCI_COMBINED,1.76,Downloaded
20150422,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150422000000-fv08.1.nc,ESA_CCI_COMBINED,1.77,Downloaded
20150423,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150423000000-fv08.1.nc,ESA_CCI_COMBINED,1.79,Downloaded
20150424,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150424000000-fv08.1.nc,ESA_CCI_COMBINED,1.8,Downloaded
20150425,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150425000000-fv08.1.nc,ESA_CCI_COMBINED,1.81,Downloaded
20150426,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150426000000-fv08.1.nc,ESA_CCI_COMBINED,1.8,Downloaded
20150427,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150427000000-fv08.1.nc,ESA_CCI_COMBINED,1.82,Downloaded
20150428,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150428000000-fv08.1.nc,ESA_CCI_COMBINED,1.83,Downloaded
20150429,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150429000000-fv08.1.nc,ESA_CCI_COMBINED,1.86,Downloaded
20150430,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150430000000-fv08.1.nc,ESA_CCI_COMBINED,1.84,Downloaded
20150501,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150501000000-fv08.1.nc,ESA_CCI_COMBINED,1.86,Downloaded
20150502,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150502000000-fv08.1.nc,ESA_CCI_COMBINED,1.85,Downloaded
20150503,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150503000000-fv08.1.nc,ESA_CCI_COMBINED,1.84,Downloaded
20150504,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150504000000-fv08.1.nc,ESA_CCI_COMBINED,1.85,Downloaded
20150505,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150505000000-fv08.1.nc,ESA_CCI_COMBINED,1.88,Downloaded
20150506,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150506000000-fv08.1.nc,ESA_CCI_COMBINED,1.86,Downloaded
20150507,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150507000000-fv08.1.nc,ESA_CCI_COMBINED,1.86,Downloaded
20150508,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150508000000-fv08.1.nc,ESA_CCI_COMBINED,1.88,Downloaded
20150509,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150509000000-fv08.1.nc,ESA_CCI_COMBINED,1.91,Downloaded
20150510,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150510000000-fv08.1.nc,ESA_CCI_COMBINED,1.9,Downloaded
20150511,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150511000000-fv08.1.nc,ESA_CCI_COMBINED,1.93,Downloaded
20150512,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150512000000-fv08.1.nc,ESA_CCI_COMBINED,1.95,Downloaded
20150513,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150513000000-fv08.1.nc,ESA_CCI_COMBINED,1.95,Downloaded
20150514,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150514000000-fv08.1.nc,ESA_CCI_COMBINED,1.94,Downloaded
20150515,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150515000000-fv08.1.nc,ESA_CCI_COMBINED,1.96,Downloaded
20150516,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150516000000-fv08.1.nc,ESA_CCI_COMBINED,1.98,Downloaded
20150517,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150517000000-fv08.1.nc,ESA_CCI_COMBINED,2.01,Downloaded
20150518,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150518000000-fv08.1.nc,ESA_CCI_COMBINED,2.02,Downloaded
20150519,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150519000000-fv08.1.nc,ESA_CCI_COMBINED,2.03,Downloaded
20150520,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150520000000-fv08.1.nc,ESA_CCI_COMBINED,2.07,Downloaded
20150521,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150521000000-fv08.1.nc,ESA_CCI_COMBINED,2.12,Downloaded
20150522,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150522000000-fv08.1.nc,ESA_CCI_COMBINED,2.12,Downloaded
20150523,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150523000000-fv08.1.nc,ESA_CCI_COMBINED,2.13,Downloaded
20150524,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150524000000-fv08.1.nc,ESA_CCI_COMBINED,2.14,Downloaded
20150525,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150525000000-fv08.1.nc,ESA_CCI_COMBINED,2.14,Downloaded
20150526,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150526000000-fv08.1.nc,ESA_CCI_COMBINED,2.15,Downloaded
20150527,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150527000000-fv08.1.nc,ESA_CCI_COMBINED,2.16,Downloaded
20150528,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150528000000-fv08.1.nc,ESA_CCI_COMBINED,2.18,Downloaded
20150529,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150529000000-fv08.1.nc,ESA_CCI_COMBINED,2.19,Downloaded
20150530,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150530000000-fv08.1.nc,ESA_CCI_COMBINED,2.21,Downloaded
20150531,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150531000000-fv08.1.nc,ESA_CCI_COMBINED,2.25,Downloaded
20150601,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150601000000-fv08.1.nc,ESA_CCI_COMBINED,2.28,Downloaded
20150602,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150602000000-fv08.1.nc,ESA_CCI_COMBINED,2.31,Downloaded
20150603,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150603000000-fv08.1.nc,ESA_CCI_COMBINED,2.3,Downloaded
20150604,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150604000000-fv08.1.nc,ESA_CCI_COMBINED,2.32,Downloaded
20150605,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150605000000-fv08.1.nc,ESA_CCI_COMBINED,2.37,Downloaded
20150606,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150606000000-fv08.1.nc,ESA_CCI_COMBINED,2.4,Downloaded
20150607,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150607000000-fv08.1.nc,ESA_CCI_COMBINED,2.4,Downloaded
20150608,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150608000000-fv08.1.nc,ESA_CCI_COMBINED,2.41,Downloaded
20150609,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150609000000-fv08.1.nc,ESA_CCI_COMBINED,2.4,Downloaded
20150610,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150610000000-fv08.1.nc,ESA_CCI_COMBINED,2.42,Downloaded
20150611,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150611000000-fv08.1.nc,ESA_CCI_COMBINED,2.41,Downloaded
20150612,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150612000000-fv08.1.nc,ESA_CCI_COMBINED,2.43,Downloaded
20150613,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150613000000-fv08.1.nc,ESA_CCI_COMBINED,2.43,Downloaded
20150614,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150614000000-fv08.1.nc,ESA_CCI_COMBINED,2.44,Downloaded
20150615,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150615000000-fv08.1.nc,ESA_CCI_COMBINED,2.46,Downloaded
20150616,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150616000000-fv08.1.nc,ESA_CCI_COMBINED,2.46,Downloaded
20150617,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150617000000-fv08.1.nc,ESA_CCI_COMBINED,2.45,Downloaded
20150618,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150618000000-fv08.1.nc,ESA_CCI_COMBINED,2.48,Downloaded
20150619,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150619000000-fv08.1.nc,ESA_CCI_COMBINED,2.48,Downloaded
20150620,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150620000000-fv08.1.nc,ESA_CCI_COMBINED,2.47,Downloaded
20150621,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150621000000-fv08.1.nc,ESA_CCI_COMBINED,2.48,Downloaded
20150622,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150622000000-fv08.1.nc,ESA_CCI_COMBINED,2.51,Downloaded
20150623,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150623000000-fv08.1.nc,ESA_CCI_COMBINED,2.49,Downloaded
20150624,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150624000000-fv08.1.nc,ESA_CCI_COMBINED,2.5,Downloaded
20150625,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150625000000-fv08.1.nc,ESA_CCI_COMBINED,2.49,Downloaded
20150626,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150626000000-fv08.1.nc,ESA_CCI_COMBINED,2.52,Downloaded
20150627,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150627000000-fv08.1.nc,ESA_CCI_COMBINED,2.51,Downloaded
20150628,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150628000000-fv08.1.nc,ESA_CCI_COMBINED,2.5,Downloaded
20150629,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150629000000-fv08.1.nc,ESA_CCI_COMBINED,2.52,Downloaded
20150630,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150630000000-fv08.1.nc,ESA_CCI_COMBINED,2.54,Downloaded
20150701,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150701000000-fv08.1.nc,ESA_CCI_COMBINED,2.53,Downloaded
20150702,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150702000000-fv08.1.nc,ESA_CCI_COMBINED,2.52,Downloaded
20150703,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150703000000-fv08.1.nc,ESA_CCI_COMBINED,2.21,Downloaded
20150704,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150704000000-fv08.1.nc,ESA_CCI_COMBINED,2.57,Downloaded
20150705,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150705000000-fv08.1.nc,ESA_CCI_COMBINED,2.53,Downloaded
20150706,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150706000000-fv08.1.nc,ESA_CCI_COMBINED,2.54,Downloaded
20150707,ESACCI-SOILMOISTURE-L3S-SSMV-COMBINED-20150707000000-fv08.1.nc,ESA_CCI_COMBINED,2.55,Downloaded
