date,file_name,product,version,file_size_mb,status
2019-11-25,MCD15A2H.A2019329.h17v05.061.2020319050442.hdf,MCD15A2H,061,5.35,Downloaded
2019-12-03,MCD15A2H.A2019337.h17v05.061.2020320193145.hdf,MCD15A2H,061,5.52,Downloaded
2019-12-11,MCD15A2H.A2019345.h17v05.061.2020322002740.hdf,MCD15A2H,061,5.42,Downloaded
2019-12-19,MCD15A2H.A2019353.h17v05.061.2020322223516.hdf,MCD15A2H,061,5.46,Downloaded
2019-12-27,MCD15A2H.A2019361.h17v05.061.2020323215303.hdf,MCD15A2H,061,5.4,Downloaded
2020-01-01,MCD15A2H.A2020001.h17v05.061.2020324111752.hdf,MCD15A2H,061,5.42,Downloaded
2020-01-09,MCD15A2H.A2020009.h17v05.061.2020326070602.hdf,MCD15A2H,061,5.52,Downloaded
2020-01-17,MCD15A2H.A2020017.h17v05.061.2020328150611.hdf,MCD15A2H,061,5.65,Downloaded
2020-01-25,MCD15A2H.A2020025.h17v05.061.2020328180344.hdf,MCD15A2H,061,5.8,Downloaded
2020-02-02,MCD15A2H.A2020033.h17v05.061.2020329015830.hdf,MCD15A2H,061,5.62,Downloaded
2020-02-10,MCD15A2H.A2020041.h17v05.061.2020329104542.hdf,MCD15A2H,061,5.68,Downloaded
2020-02-18,MCD15A2H.A2020049.h17v05.061.2020335032302.hdf,MCD15A2H,061,5.67,Downloaded
2020-02-26,MCD15A2H.A2020057.h17v05.061.2020335041826.hdf,MCD15A2H,061,5.73,Downloaded
2020-03-05,MCD15A2H.A2020065.h17v05.061.2020335043254.hdf,MCD15A2H,061,5.6,Downloaded
2020-03-13,MCD15A2H.A2020073.h17v05.061.2020330193138.hdf,MCD15A2H,061,5.88,Downloaded
2020-03-21,MCD15A2H.A2020081.h17v05.061.2020335055836.hdf,MCD15A2H,061,6.22,Downloaded
2020-03-29,MCD15A2H.A2020089.h17v05.061.2020335083346.hdf,MCD15A2H,061,6.07,Downloaded
